area_type,availability,location,bath,balcony,price,total_sqft_int,bhk
0,0,8,2.0,2.0,55.0,1240.0,2
0,0,154,2.0,2.0,60.8,1325.0,3
0,0,4,2.0,2.0,44.0,1230.0,2
0,0,20,2.0,3.0,28.0,1000.0,2
2,0,975,2.0,1.0,24.5,740.0,4
0,0,6,2.0,2.0,46.45,1330.0,3
0,0,1,5.0,1.5843757375501535,275.0,3005.0,4
0,0,211,3.0,2.0,170.0,1300.0,3
0,0,13,2.0,2.0,46.0,1243.0,2
1,0,75,2.0,1.0,60.84,936.0,4
0,2,109,2.0,2.0,100.0,1500.0,3
2,0,239,4.0,1.0,156.0,1200.0,3
1,0,221,2.0,2.0,72.0,1073.0,2
1,0,101,2.0,2.0,56.0,1300.0,2
2,2,23,4.0,3.0,435.0,4201.0,4
1,2,2,2.0,1.0,30.75,1065.0,2
0,2,0,2.0,1.0,66.88,1216.0,2
1,0,52,3.0,2.0,59.0,1252.0,3
0,2,27,2.0,1.0,44.8,1196.0,2
1,0,101,2.0,2.0,44.0,1027.0,2
2,0,106,2.0,1.0,75.0,610.0,3
0,0,499,2.0,2.0,57.15,1270.0,3
0,2,225,2.0,2.0,39.0,1171.0,2
0,0,114,2.0,3.0,48.6,1215.0,3
2,0,1240,1.0,0.0,20.0,600.0,1
0,2,0,2.0,1.0,77.0,1180.0,2
1,2,14,2.0,1.0,33.51,1160.0,2
2,0,972,4.0,3.0,400.0,4382.0,4
0,2,0,3.0,2.0,139.0,2140.0,3
0,0,21,3.0,1.0,100.0,1500.0,3
0,0,174,2.0,2.0,52.0,1008.0,2
0,0,94,4.0,3.0,129.0,1921.0,3
0,0,2,2.0,2.0,32.0,1127.0,2
0,2,15,3.0,1.0,124.0,1621.0,3
2,0,499,3.0,0.0,360.0,2400.0,3
0,0,835,2.0,2.0,77.25,1030.0,3
0,2,0,2.0,1.0,84.0,1314.0,2
0,0,115,3.0,1.0,56.0,1220.0,3
2,2,164,3.0,1.0,97.0,600.0,4
1,0,36,2.0,3.0,85.0,1590.0,3
0,0,211,2.0,1.0,49.5,703.0,2
0,2,83,3.0,2.0,64.62,1795.0,3
1,0,55,3.0,0.0,132.0,3000.0,4
0,2,1,4.0,2.0,242.0,4395.0,4
0,0,2,2.0,1.0,35.0,825.0,2
0,2,5,6.0,1.0,350.0,4025.0,4
0,2,289,2.0,1.0,70.0,1254.0,3
1,0,53,3.0,2.0,114.0,2040.0,3
0,0,40,4.0,2.0,154.0,2215.0,3
0,0,48,2.0,2.0,125.0,1478.0,2
0,0,42,4.0,3.0,337.0,2475.0,3
0,0,299,3.0,2.0,298.0,1669.0,3
0,0,240,3.0,2.0,79.5,1820.0,3
0,2,70,3.0,1.0,89.0,1623.0,3
0,0,13,2.0,2.0,46.0,1243.0,2
0,0,2,2.0,2.0,40.5,1200.0,2
0,0,55,3.0,3.0,72.0,1613.0,3
0,0,357,2.0,2.0,80.0,1293.0,2
0,0,142,2.0,2.0,28.5,1065.0,2
0,2,80,2.0,1.0,69.57,940.0,2
0,0,1,2.0,1.0,65.0,1181.0,3
0,0,42,3.0,2.0,275.0,2215.0,3
1,0,8,2.0,1.5843757375501535,75.0,1100.0,1
0,0,690,2.0,1.0,36.0,1050.0,2
0,0,66,2.0,1.0,75.0,1260.0,3
0,0,168,3.0,2.0,425.0,2800.0,5
0,0,430,3.0,2.0,56.0,1500.0,3
2,0,19,6.0,3.0,132.0,1200.0,6
2,2,516,2.0,0.0,66.0,1000.0,2
0,0,0,3.0,3.0,73.0,1530.0,3
0,0,46,2.0,2.0,46.0,1140.0,2
0,0,275,3.0,3.0,115.0,1864.0,3
1,0,23,3.0,3.0,55.0,1575.0,3
2,2,71,3.0,1.5843757375501535,105.0,1200.0,3
0,0,9,2.0,1.0,45.0,945.0,2
0,0,1,3.0,2.0,100.0,1691.0,3
2,0,417,2.0,3.0,135.0,1200.0,2
1,2,14,3.0,1.0,35.25,1220.0,3
1,0,28,1.0,1.0,35.0,600.0,1
0,2,0,2.0,2.0,39.0,1160.0,2
0,0,275,2.0,1.5843757375501535,89.5,1950.0,3
0,0,64,3.0,1.0,85.0,1650.0,3
1,0,792,4.0,1.0,150.0,2400.0,4
0,0,129,1.0,1.0,32.6,795.0,2
2,0,567,5.0,1.0,95.0,800.0,5
2,0,41,5.0,1.0,97.0,1400.0,5
0,0,151,4.0,1.0,165.0,2285.0,3
0,0,13,2.0,2.0,46.0,1243.0,2
0,0,459,2.0,1.0,51.5,1263.0,2
0,0,1089,4.0,2.0,115.0,1200.0,5
0,0,47,2.0,1.0,69.0,1345.0,3
1,0,585,5.0,3.0,240.0,4400.0,5
0,0,2,2.0,1.0,58.0,1360.0,3
0,0,1,2.0,1.0,60.55,1026.0,2
0,0,507,2.0,2.0,38.0,1050.0,2
0,0,6,3.0,3.0,76.0,1460.0,3
0,0,265,2.0,2.0,91.48,1525.0,3
1,0,3,3.0,2.0,85.0,1843.0,3
0,2,97,2.0,3.0,25.0,1000.0,2
0,0,30,2.0,1.0,115.0,1642.0,3
2,0,41,2.0,0.0,66.0,1200.0,3
0,0,343,2.0,1.0,60.0,975.0,2
0,0,50,2.0,1.0,44.0,1075.0,3
0,2,49,2.0,1.0,77.93,1210.0,2
0,0,1093,3.0,2.0,100.0,2000.0,3
0,0,39,2.0,0.0,68.0,1225.0,2
0,0,34,2.0,1.0,80.04,1290.0,2
1,0,691,2.0,0.0,56.0,1220.0,2
2,0,401,2.0,0.0,85.0,1500.0,1
0,0,37,2.0,2.0,79.0,1361.0,2
2,0,86,4.0,1.0,462.0,2801.25,5
1,0,125,2.0,2.0,85.0,1394.0,2
0,0,5,2.0,1.0,27.0,870.0,2
2,0,568,5.0,3.0,300.0,5000.0,4
0,2,15,2.0,2.0,98.0,1222.0,2
0,0,7,2.0,1.0,99.39,1420.0,2
0,0,17,3.0,2.0,135.0,1846.0,3
2,0,183,2.0,1.0,270.0,1688.12,2
0,0,21,2.0,2.0,64.08,1167.0,2
0,0,97,2.0,2.0,25.0,902.0,2
0,0,153,4.0,3.0,135.0,2422.0,4
0,0,44,2.0,2.0,52.5,1050.0,2
1,0,866,2.0,0.0,50.0,1000.0,2
1,0,58,2.0,0.0,58.0,1260.0,2
1,0,168,3.0,2.0,450.0,3000.0,3
0,0,52,2.0,2.0,39.0,939.0,2
2,0,199,6.0,1.0,150.0,1590.0,9
2,0,48,1.0,0.0,37.0,600.0,1
1,0,43,2.0,1.0,59.0,1298.0,2
0,0,8,3.0,2.0,135.0,1710.0,3
0,0,66,2.0,1.0,45.0,1000.0,2
0,0,53,3.0,3.0,150.0,3350.0,3
2,0,381,4.0,1.0,138.0,1200.0,2
1,0,645,2.0,2.0,68.0,1100.0,2
0,0,48,1.0,1.0,46.0,615.0,1
0,2,1,2.0,1.0,85.0,1350.0,2
1,0,194,5.0,2.0,325.0,5000.0,4
0,0,206,3.0,1.0,501.0,2700.0,3
2,0,332,6.0,2.0,460.0,4000.0,6
0,0,54,3.0,2.0,130.0,1718.0,3
0,0,12,3.0,2.0,112.0,1680.0,3
2,0,51,2.0,0.0,90.0,1500.0,2
0,2,1,2.0,1.0,72.0,1157.0,3
0,0,39,2.0,1.0,51.0,1179.0,2
0,0,51,2.0,0.0,60.48,1315.0,2
0,2,786,2.0,2.0,28.18,1105.0,2
0,0,26,3.0,2.0,175.0,1800.0,3
0,0,189,2.0,1.0,52.0,1010.0,2
0,2,2,1.0,1.0,46.0,630.0,1
2,2,87,2.0,1.0,36.1,1200.0,2
0,0,133,2.0,1.0,60.0,1025.0,2
0,0,11,2.0,2.0,59.0,1195.0,2
0,2,0,2.0,1.0,58.0,1012.0,2
0,0,54,4.0,2.0,118.0,1884.0,3
0,0,158,2.0,1.0,37.0,1090.0,2
0,0,138,3.0,2.0,77.99,1300.0,3
0,0,363,4.0,2.0,250.0,2950.0,4
0,0,24,3.0,3.0,85.0,1710.0,3
0,0,6,3.0,1.0,68.0,1500.0,3
0,0,111,2.0,2.0,53.0,1310.0,3
0,2,202,1.0,1.0,19.9,674.0,2
1,0,18,3.0,2.0,70.0,1350.0,3
1,0,320,2.0,2.0,115.0,1464.0,3
1,0,237,2.0,1.0,29.0,715.0,3
1,2,2,2.0,1.0,40.45,1400.0,3
0,2,14,2.0,2.0,48.75,1625.0,3
1,2,2,2.0,1.0,30.76,1065.0,2
2,0,99,4.0,1.0,70.0,510.0,6
0,0,387,3.0,3.0,90.0,1385.0,3
0,0,65,2.0,1.0,50.0,1040.0,2
0,0,13,3.0,2.0,110.0,1817.0,3
0,0,288,2.0,1.0,47.0,1205.0,2
0,0,288,2.0,2.0,33.43,1070.0,2
0,0,455,2.0,1.0,52.0,1070.0,2
0,0,127,2.0,1.0,75.0,1340.0,2
0,0,90,2.0,2.0,35.0,980.0,2
1,0,43,2.0,0.0,44.0,1006.0,2
0,0,4,2.0,1.0,71.0,1098.0,2
1,0,225,2.0,1.0,53.5,1200.0,2
0,0,40,4.0,1.5843757375501535,325.0,4190.0,4
0,0,1,2.0,1.0,62.0,1019.0,2
0,2,0,2.0,2.0,40.21,1150.0,2
2,0,87,3.0,1.0,120.0,1733.5,3
0,0,631,2.0,2.0,120.0,1415.0,2
1,2,693,3.0,2.0,58.0,1750.0,3
0,2,1189,3.0,2.0,81.0,1537.0,3
1,0,461,2.0,2.0,45.0,1050.0,2
0,0,3,3.0,3.0,55.6,1452.0,3
0,0,134,2.0,1.0,95.0,1246.0,2
1,0,5,4.0,2.0,85.0,1890.0,3
0,2,14,2.0,1.0,40.0,972.0,2
2,0,580,4.0,2.0,2340.0,10624.0,4
2,0,59,5.0,3.0,160.0,1500.0,4
0,2,2,1.0,1.0,33.7,630.0,1
2,2,35,5.0,0.0,80.0,1050.0,8
1,0,795,2.0,1.0,60.0,1255.0,3
2,0,29,4.0,2.0,185.0,1900.0,4
2,0,238,3.0,1.0,142.0,2440.0,3
0,2,3,3.0,3.0,92.69,1938.0,3
0,0,10,3.0,2.0,125.0,1711.0,3
2,0,38,4.0,3.0,240.0,1200.0,5
0,2,65,2.0,1.0,95.0,1392.0,2
0,2,13,2.0,1.0,77.0,1225.0,2
0,0,1,3.0,1.5843757375501535,235.0,3418.0,4
0,0,77,3.0,2.0,120.0,1750.0,3
0,0,66,2.0,1.0,80.0,1260.0,3
0,2,1,1.0,1.0,31.1,691.0,1
2,0,103,3.0,2.0,400.0,2400.0,4
0,0,13,2.0,1.0,78.0,1285.0,2
1,0,7,3.0,2.0,96.0,1590.0,3
0,0,63,3.0,2.0,65.0,1571.0,3
1,0,88,5.0,1.0,220.0,2800.0,5
0,0,154,2.0,1.0,48.66,1060.0,2
0,0,47,2.0,1.0,58.0,1255.0,2
2,0,573,4.0,0.0,65.0,702.0,4
2,0,671,2.0,2.0,185.0,2400.0,3
0,0,10,2.0,3.0,81.0,1520.0,3
0,0,264,2.0,1.0,45.51,1170.0,2
0,0,148,3.0,2.0,75.0,1580.0,3
0,0,128,3.0,2.0,89.0,1777.26,3
0,0,9,2.0,2.0,55.78,1303.0,2
1,0,111,2.0,3.0,59.0,1680.0,2
1,0,0,2.0,1.5843757375501535,70.0,1495.0,3
0,2,5,3.0,1.0,108.0,1835.0,3
2,0,235,3.0,1.0,60.0,610.0,3
1,0,359,2.0,2.0,38.0,1080.0,2
1,2,2,2.0,1.0,29.61,1025.0,2
0,2,13,2.0,1.0,67.48,1225.0,2
0,2,61,1.0,1.0,34.77,656.0,1
0,0,1,2.0,2.0,45.0,994.0,2
0,0,892,2.0,1.0,65.0,1025.0,2
1,0,8,2.0,2.0,52.0,1156.0,2
0,0,36,2.0,2.0,60.0,1250.0,2
1,0,58,4.0,3.0,230.0,3092.0,4
0,0,54,4.0,2.0,122.0,1930.0,3
1,0,378,2.0,1.0,70.0,1020.0,2
1,0,99,2.0,1.0,70.0,1310.0,3
0,2,48,1.0,0.0,27.565,612.5,1
1,0,3,2.0,3.0,70.0,1322.0,2
0,0,35,2.0,2.0,57.0,1160.0,2
0,0,217,2.0,2.0,48.0,1100.0,2
1,0,85,3.0,3.0,150.0,1720.0,3
0,2,60,3.0,2.0,103.0,1689.0,3
0,0,98,2.0,1.0,47.42,1090.0,2
0,0,19,2.0,0.0,75.0,2000.0,2
0,0,515,2.0,2.0,69.0,1155.0,2
1,0,209,6.0,0.0,230.0,4000.0,6
1,2,1,5.0,0.0,176.0,3913.0,4
0,0,7,5.0,2.0,320.0,3520.0,3
0,2,36,2.0,2.0,39.98,1125.0,2
1,2,5,3.0,3.0,92.0,1847.0,3
0,0,12,2.0,1.0,76.0,1515.0,3
2,0,9,7.0,2.0,225.0,3450.0,8
2,0,5,3.0,1.0,120.0,2500.0,5
1,0,1,2.0,2.0,55.0,1130.0,2
0,0,17,2.0,1.0,51.0,1049.0,2
0,0,127,4.0,0.0,175.0,2650.0,3
0,2,182,2.0,1.0,25.4,850.0,2
0,2,223,3.0,2.0,115.0,1842.0,3
2,0,664,5.0,3.0,370.0,2600.0,5
0,2,34,2.0,1.0,72.0,1282.0,2
0,0,90,2.0,1.0,40.0,800.0,2
2,0,700,4.0,2.0,240.0,1200.0,4
0,2,16,2.0,2.0,30.35,1190.0,3
0,2,118,2.0,1.0,68.0,1318.0,3
0,2,3,2.0,1.0,105.0,1698.0,2
0,0,338,2.0,1.0,182.0,2030.0,3
0,0,102,2.0,1.0,31.9,1276.0,3
0,0,295,2.0,1.0,67.0,1555.0,3
0,2,1,3.0,2.0,145.0,1881.0,3
0,0,802,3.0,2.0,325.0,2900.0,3
0,2,5,3.0,2.0,109.0,1890.0,3
0,0,787,5.0,1.5843757375501535,135.0,900.0,5
0,2,31,2.0,1.0,32.0,935.0,2
0,0,221,2.0,3.0,58.0,1000.0,2
0,0,110,3.0,2.0,75.0,1510.0,3
1,0,6,2.0,1.0,50.0,1120.0,2
0,0,97,2.0,1.0,25.99,930.0,2
0,0,2,2.0,2.0,42.0,1160.0,3
0,0,9,2.0,2.0,48.1,1419.0,2
0,0,73,2.0,2.0,62.0,1175.0,2
1,0,17,2.0,1.0,63.0,1350.0,3
0,0,42,3.0,2.0,330.0,2215.0,3
0,0,71,2.0,1.0,24.9,996.0,2
0,2,176,2.0,1.0,30.13,1076.0,2
0,0,901,4.0,3.0,115.0,2180.0,4
0,0,25,3.0,3.0,112.0,1715.0,3
0,0,7,2.0,2.0,45.0,1072.0,2
0,0,49,2.0,1.0,80.0,1230.0,2
0,0,191,2.0,1.0,65.0,1600.0,3
0,2,4,3.0,1.0,93.25,1411.0,3
1,0,137,5.0,3.0,145.0,3600.0,5
0,0,48,3.0,2.0,138.0,2404.0,3
2,0,79,4.0,1.5843757375501535,190.0,1200.0,4
2,2,38,3.0,2.0,226.0,1200.0,3
1,0,96,3.0,1.0,45.0,1208.0,3
2,0,21,5.0,2.0,300.0,1700.0,5
0,2,13,2.0,1.0,69.84,1225.0,2
0,2,7,2.0,1.0,69.0,1162.0,2
0,0,4,2.0,1.0,65.0,1262.0,3
0,2,497,2.0,2.0,35.0,1050.0,2
1,2,14,2.0,1.0,33.51,1160.0,2
2,2,81,3.0,1.0,61.95,1500.0,3
0,0,758,3.0,3.0,85.0,1610.0,3
0,0,0,2.0,2.0,41.0,1340.0,2
0,0,1,4.0,2.0,182.0,2275.0,3
0,0,45,2.0,1.0,58.0,1162.0,2
1,0,589,2.0,0.0,145.0,1500.0,2
2,0,409,3.0,1.0,135.0,3150.0,4
0,2,33,2.0,2.0,65.0,1170.0,2
0,0,1,2.0,1.0,25.0,980.0,2
1,0,81,3.0,2.0,60.0,1800.0,3
0,2,164,2.0,1.0,71.73,1423.0,3
0,0,37,2.0,3.0,40.0,1106.0,2
1,0,170,2.0,2.0,27.6,1105.0,2
2,0,206,6.0,2.0,1800.0,7500.0,4
0,0,523,2.0,1.0,56.7,1255.0,2
0,0,1,2.0,2.0,65.0,1525.0,3
0,2,119,2.0,1.0,38.95,1061.0,2
2,2,872,2.0,2.0,29.5,600.0,2
0,2,14,2.0,2.0,40.45,1400.0,3
0,0,134,3.0,2.0,145.0,2100.0,3
0,0,2,1.0,1.0,16.5,660.0,2
1,0,28,1.0,1.0,18.0,633.0,2
0,0,62,2.0,3.0,120.0,1260.0,2
0,0,224,2.0,0.0,55.43,907.0,2
0,2,11,3.0,2.0,67.55,2047.0,3
1,0,1135,4.0,3.0,189.0,2597.0,4
1,0,17,2.0,1.0,63.0,1211.0,2
0,0,11,3.0,2.0,129.0,1904.0,3
0,2,61,2.0,1.0,73.87,1205.0,2
0,0,21,2.0,2.0,64.08,1164.0,2
0,0,668,2.0,2.0,73.0,1410.0,2
1,0,340,2.0,1.0,42.0,1150.0,2
0,2,448,2.0,2.0,53.11,1170.0,2
1,0,47,2.0,1.0,62.0,1420.0,2
0,0,49,2.0,2.0,45.0,1125.0,2
1,0,186,3.0,3.0,75.0,1789.0,3
0,0,51,2.0,1.0,76.0,1021.0,2
0,2,97,2.0,2.0,26.85,1074.0,2
0,0,90,2.0,3.0,48.0,1222.0,2
0,0,11,3.0,1.0,134.0,1981.0,3
1,0,145,2.0,2.0,55.0,1103.0,2
0,0,850,2.0,1.0,65.0,1201.0,2
0,0,1,2.0,1.0,36.0,970.0,2
0,0,23,2.0,2.0,33.0,920.0,2
0,0,21,3.0,3.0,85.0,1520.0,3
2,0,477,3.0,2.0,75.0,675.0,3
0,2,139,2.0,1.0,75.0,1268.0,3
0,0,539,1.0,0.0,30.0,660.0,1
0,0,24,3.0,2.0,115.0,1755.0,3
0,0,142,2.0,1.0,35.0,945.0,2
3,2,43,1.0,1.0,33.0,500.0,1
0,0,24,4.0,0.0,153.5,2820.0,4
1,0,229,3.0,0.0,140.0,1632.0,4
0,0,44,2.0,2.0,37.5,1167.0,2
0,0,134,2.0,2.0,80.0,1276.0,2
1,0,4,2.0,2.0,51.0,1234.0,2
0,0,85,2.0,1.0,75.0,1180.0,2
0,0,204,2.0,2.0,87.0,1370.0,3
0,2,16,2.0,2.0,25.88,1015.0,2
2,0,861,9.0,3.0,230.0,1200.0,9
1,0,2,3.0,1.0,90.0,1400.0,3
2,0,0,6.0,3.0,155.0,1500.0,5
2,0,381,2.0,0.0,40.0,1050.0,2
0,2,53,2.0,1.0,46.0,1251.0,2
0,0,21,3.0,1.5843757375501535,92.13,1677.0,3
0,2,1,2.0,1.0,67.38,1346.0,2
1,2,14,2.0,1.0,31.48,1090.0,2
2,0,123,4.0,3.0,240.0,1200.0,5
0,0,68,2.0,3.0,51.1,1290.0,3
0,2,15,7.0,1.5843757375501535,1500.0,7514.0,5
0,0,1,3.0,2.0,145.0,1881.0,3
0,0,154,2.0,2.0,52.0,1150.0,2
1,0,23,3.0,2.0,295.0,2690.0,3
0,0,3,2.0,2.0,42.0,1200.0,3
0,0,242,4.0,2.0,340.0,2735.0,3
1,0,343,2.0,0.0,65.0,950.0,2
1,0,112,3.0,3.0,40.5,1491.0,3
0,2,29,2.0,1.0,51.66,1050.0,2
0,2,18,3.0,2.0,131.0,1660.0,3
0,0,180,2.0,2.0,55.0,1134.0,2
1,0,7,2.0,1.0,60.0,1100.0,2
2,0,118,4.0,1.5843757375501535,60.0,800.0,4
2,2,87,2.0,1.0,36.1,1200.0,2
2,0,38,4.0,3.0,240.0,1200.0,4
2,0,1252,3.0,1.0,80.0,980.0,3
0,0,931,2.0,1.0,37.8,1080.0,2
0,0,65,2.0,1.0,50.0,705.0,1
0,0,905,2.0,2.0,35.0,1200.0,3
0,0,108,2.0,1.0,50.0,1200.0,2
0,2,73,3.0,2.0,127.0,1804.0,3
1,0,307,2.0,0.0,20.0,750.0,2
0,0,284,1.0,1.0,25.0,420.0,2
1,0,42,4.0,2.0,252.0,2800.0,4
0,2,124,2.0,2.0,38.37,1090.0,2
2,0,84,2.0,0.0,230.0,1500.0,2
1,0,2,3.0,1.0,55.0,1287.0,3
0,0,40,4.0,2.0,157.0,2215.0,3
2,0,203,4.0,1.5843757375501535,375.0,2800.0,4
1,0,1,2.0,2.0,42.15,1045.0,2
0,2,27,2.0,1.0,47.36,1263.0,2
0,0,0,3.0,2.0,85.0,1431.0,3
0,0,202,2.0,2.0,32.9,999.0,2
0,0,64,3.0,2.0,85.5,1650.0,3
0,0,457,3.0,1.0,72.0,1535.0,3
0,2,8,5.0,2.0,180.0,2524.0,4
0,2,3,3.0,2.0,69.0,1300.0,3
2,0,298,3.0,2.0,125.0,600.0,3
0,0,12,3.0,2.0,150.0,2095.0,3
0,0,74,1.0,1.0,8.0,284.0,1
0,2,97,1.0,1.0,14.0,500.0,1
0,0,291,2.0,2.0,68.0,1265.0,2
0,0,80,2.0,1.0,44.96,1215.0,2
2,0,74,2.0,0.0,180.0,2200.0,2
1,0,20,2.0,1.0,51.0,1028.0,2
0,0,54,2.0,1.5843757375501535,92.0,1835.0,3
0,0,122,3.0,3.0,65.0,1800.0,3
0,2,125,3.0,3.0,175.0,2077.0,3
2,0,1,3.0,2.0,211.0,2880.0,4
1,0,1258,5.0,0.0,89.0,499.0,6
0,0,165,2.0,1.0,31.15,708.0,2
0,0,93,2.0,3.0,120.0,1200.0,2
1,0,83,2.0,1.0,46.25,925.0,2
1,2,10,3.0,1.0,148.0,2826.0,3
3,2,3,1.0,0.0,33.66,458.0,1
1,0,1261,4.0,0.0,150.0,3500.0,4
2,0,367,4.0,1.5843757375501535,250.0,5400.0,4
2,0,385,5.0,2.0,200.0,1000.0,4
1,0,127,2.0,1.0,90.0,1450.0,3
0,0,25,2.0,1.0,65.0,1100.0,2
0,0,203,2.0,3.0,55.0,1185.0,2
1,0,63,4.0,2.0,80.0,1900.0,4
2,0,41,2.0,1.0,70.0,1200.0,2
0,2,626,1.0,1.0,35.0,660.0,1
0,0,94,4.0,2.0,121.0,1920.0,3
2,0,48,2.0,0.0,130.0,1200.0,2
0,0,125,2.0,1.0,240.0,4550.0,4
0,2,56,2.0,1.0,68.32,1205.0,2
0,0,13,2.0,2.0,46.0,1200.0,2
0,0,39,2.0,2.0,73.0,1421.0,3
0,2,130,3.0,3.0,48.9,1250.0,3
0,2,0,1.0,1.0,29.0,524.0,1
1,0,46,5.0,1.5843757375501535,245.0,4200.0,5
0,0,136,3.0,1.5843757375501535,90.0,1540.0,3
0,2,1,2.0,1.0,45.91,984.0,2
0,2,44,2.0,1.0,50.17,985.0,2
1,2,0,4.0,3.0,161.0,2830.0,4
0,0,309,2.0,3.0,60.0,1140.0,2
1,0,217,5.0,3.0,130.0,3600.0,5
0,0,22,2.0,3.0,44.42,1410.0,3
0,0,9,2.0,2.0,86.0,1700.0,3
0,2,76,2.0,0.0,62.425,1360.0,2
2,0,2,3.0,2.0,700.0,1800.0,4
0,2,157,2.0,1.0,86.65,1333.0,2
0,0,2,2.0,1.0,85.5,1258.0,2
0,0,275,2.0,2.0,87.0,1458.0,3
1,0,2,2.0,1.0,85.0,1386.0,2
1,2,14,2.0,1.0,32.92,1140.0,2
1,0,702,1.0,1.0,27.0,550.0,1
0,0,85,2.0,3.0,83.0,1200.0,2
0,0,397,2.0,1.0,39.0,1081.0,2
0,0,0,3.0,2.0,149.0,2135.0,4
1,2,0,4.0,0.0,100.0,2500.0,4
0,0,638,2.0,1.0,80.0,1178.0,2
0,0,193,2.0,2.0,40.0,991.0,2
0,0,55,2.0,3.0,90.0,1493.0,3
0,0,66,3.0,3.0,130.0,2495.0,3
0,0,102,2.0,1.0,31.99,1080.0,2
0,0,165,2.0,1.0,53.0,814.0,2
0,0,2,2.0,1.0,50.0,1025.0,2
0,2,10,2.0,1.0,61.0,1115.0,2
0,0,0,2.0,3.0,188.0,3075.0,4
2,0,960,3.0,0.0,162.0,1900.0,7
0,0,0,3.0,2.0,160.0,1760.0,3
0,0,395,8.0,1.0,150.0,4000.0,7
1,0,8,4.0,1.5843757375501535,350.0,3090.0,4
1,0,488,4.0,3.0,295.0,2700.0,4
0,0,514,2.0,2.0,52.86,1175.0,2
0,2,7,5.0,3.0,364.0,4235.0,4
0,0,19,2.0,2.0,45.0,1100.0,2
2,0,164,7.0,1.0,175.0,1200.0,8
0,0,26,2.0,2.0,50.75,1450.0,2
0,0,130,3.0,3.0,131.0,1810.0,3
0,0,245,2.0,3.0,71.0,1426.0,3
1,0,208,2.0,3.0,195.0,2400.0,3
1,0,151,2.0,1.0,70.0,1100.0,2
0,0,14,1.0,1.0,35.0,650.0,1
0,2,31,3.0,2.0,47.25,1350.0,3
0,2,162,2.0,1.0,27.0,900.0,2
0,0,155,2.0,3.0,110.0,1360.0,2
0,0,21,1.0,1.0,36.85,674.0,1
0,2,0,3.0,2.0,110.0,1655.0,3
2,0,328,2.0,2.0,95.0,1300.0,2
1,2,1034,1.0,0.0,53.0,936.0,1
0,0,268,2.0,2.0,92.0,1277.0,2
0,0,610,2.0,1.0,54.0,1200.0,2
0,0,27,2.0,1.0,39.08,1015.0,2
0,0,45,2.0,2.0,60.0,1153.0,2
0,0,28,2.0,1.0,51.5,1035.0,2
1,0,19,3.0,1.0,255.0,3300.0,5
0,0,6,2.0,1.0,46.0,1150.0,2
0,0,42,2.0,1.0,80.0,1020.0,2
0,2,31,6.0,0.0,212.5,3715.0,4
0,0,43,2.0,1.0,95.0,1160.0,2
0,0,50,2.0,1.0,31.0,1075.0,3
1,0,59,2.0,2.0,72.0,1225.0,2
2,0,183,5.0,3.0,950.0,5000.0,4
2,0,746,2.0,1.0,160.0,1600.0,2
2,0,42,1.0,0.0,90.0,600.0,2
1,0,240,3.0,2.0,60.0,1350.0,3
0,2,3,3.0,1.0,69.0,1300.0,3
0,2,81,2.0,1.0,36.28,830.0,2
0,0,11,2.0,1.0,69.18,1155.0,2
0,0,190,5.0,3.0,345.0,3126.0,4
0,0,48,2.0,2.0,55.0,905.0,2
0,0,72,2.0,0.0,75.0,1375.0,3
0,2,2,2.0,2.0,33.84,1140.0,2
0,0,27,2.0,2.0,60.0,1550.0,3
0,0,153,2.0,1.0,55.0,957.0,2
1,0,63,2.0,2.0,45.0,890.0,2
0,0,19,4.0,2.0,235.0,3000.0,4
0,0,2,2.0,1.0,55.0,1070.0,2
2,0,682,5.0,1.0,150.0,2400.0,5
2,0,593,4.0,2.0,595.0,2400.0,4
0,0,44,2.0,1.0,37.0,925.0,2
1,0,102,2.0,2.0,60.0,1415.0,2
2,0,492,2.0,0.0,80.0,500.0,1
0,0,4,2.0,1.0,37.0,1225.0,2
1,0,11,4.0,0.0,90.0,2000.0,4
0,2,0,1.0,1.0,57.0,840.0,1
2,0,109,9.0,1.5843757375501535,200.0,1560.0,9
0,2,4,3.0,1.0,112.0,1732.0,3
2,0,175,1.0,0.0,45.0,1200.0,1
0,0,56,2.0,1.0,69.9,1260.0,2
0,0,383,2.0,1.0,49.0,1092.0,2
0,0,538,2.0,0.0,34.0,827.0,2
0,0,105,2.0,2.0,54.0,1357.0,2
0,0,187,1.0,1.0,40.0,650.0,2
0,0,12,2.0,1.0,54.79,1370.0,3
0,0,0,3.0,2.0,106.0,1725.0,3
1,0,48,2.0,0.0,70.0,1000.0,2
2,0,41,1.0,0.0,55.0,1350.0,1
2,0,12,4.0,2.0,350.0,3200.0,4
0,0,17,3.0,2.0,110.0,1717.0,3
0,2,3,2.0,1.0,34.0,700.0,2
0,0,863,2.0,1.0,32.0,800.0,2
0,0,15,4.0,3.0,340.0,2367.0,3
0,0,139,2.0,1.0,65.0,1415.0,3
0,2,12,3.0,1.0,145.0,1976.0,3
0,0,126,2.0,1.0,37.01,883.0,2
0,0,5,1.0,1.0,38.0,700.0,1
0,0,23,3.0,1.0,50.0,1445.0,3
0,2,124,3.0,2.0,104.0,2082.0,3
0,0,46,2.0,2.0,46.0,1140.0,2
0,0,4,2.0,1.0,66.0,933.0,2
2,0,186,5.0,1.0,95.5,800.0,4
1,0,14,2.0,1.0,57.0,1155.0,2
